title_ko,title_en,year,rating,date,review
오징어 게임,Squid Game,2021,10,,"There will be great division on the success of the latest seasons. The writer himself confessed he intended Squid Games to be a 1 season work (One of the greatest seasons in modern television history).  Netflix capitalised on the global success of season 1 and understandably the writer wanted his pay day. And so, Season 2 and 3 was born.  These are at best, filler seasons. They give you very little new revelation, and story loses its focus and there are many wasted character arcs.  I liked moments in Season 2 (for example the round and round we go episode was EPIC). But most of the shock is lost as Season 1 was both the origin and peak of the entire franchise.  I'm grateful that Season 1 can be watched in its entirety as a standalone season. And you can just leave S2 and 3 at the door if you choose. I'm grateful this show was created, despite it now turning into a never ending cash cow for Netflix."
오징어 게임,Squid Game,2021,10,,"Just binged the whole 9 episodes, best thing I've seen on Netflix since I opened my account. Even though it's dubbed, you hardly notice! Watch it, you won't be disappointed! 👍👍👍"
오징어 게임,Squid Game,2021,10,,"One of the best K Netflix series I've seen in recent years. The plot, cinematography, and acting (with the exception of some masked caucasians in the end) was superb. Several A-list actors were in this show and the cameos by them were very well woven into the story. Looking forward to a season 2."
오징어 게임,Squid Game,2021,6,,"Season 1 was truly a groundbreaking experience. There is definitely the masterpiece in the Korean cinematography and if you are after Korean style of cinema, S1 is definitely for you.  If you prefer to have everything as a ""happy end"" and closed story which appears more in American movies, S2 and S3 are for you.  All seasons can be described as 9 to 5. The first season is something that you thrive to watch and know how the final episode will look like. Season 2 is a replica of S1, good enough to watch but once you experienced the original, you are not satisfied with the continuation. S3 is the last hope that producers may bounce back and create something unique and unusual, which is the signature of the series. However, last 2 episodes have been watched with a face-palm face as you can see that producers wanna end the show in a Hollywood fashion.  In short, S1 is the only part you should watch."
오징어 게임,Squid Game,2021,8,,I loved it but three last episodes killed the vibe.
오징어 게임,Squid Game,2021,2,,"We waited 3 or something years for season two to be released (I don't even remember how long, too long) and we get only seven, yes SEVEN episodes, it's ridiculous. Story is so boring and drags at the beginning too much and too many episodes before something will happen. Only thing I like is the characters they are likeable, you really care who survives and who not, but that's all. They talk too much during the games, stop cheering and so on and there is no way they would finish the games in real time, it's like time stops all the time to wait the conversations to end in the games. You can even see in the second game when there is time left 6 seconds(clock on the wall) and they stop moving, starts talking and when they are finished talking they keep moving and pass the finish line  It's just ridiculous that they cut season 2 and 3 in half and we have to wait maybe whole year for the next season, AGAIN!? Yes it's about to get more money but it's just ridiculous.  Maybe squid game lost its hype because of this ridiculously long waiting for the next season, but I'm not impressed at the moment after these SEVEN episodes.  Streaming era is just stupid, you age 10 years if you want to watch one show from the beginning to the end and that's maybe 2-4 seasons(7-10 episodes/season). Bring back tv era and 20 episode seasons, thanks.  How many time I said ridiculous? Yes but it's ridiculous."
오징어 게임,Squid Game,2021,8,,"Would rate first season as 9/10, second and third - 5 or 6 max. Doesn't worth watching after first, it's nothing like first season, completely pointless things and undeveloped plot and characters, supposedly just to earn more money from a famous tv show.  Flat characters and not logical character decisions, even games from squid games slowly disappeared to be pure killing and betrayal.  With all that depth and idea that first season had, was touching, interesting, when you deeply cared about characters, somehow they did typical low budget show when you are tired already being disappointed of obvious bad, stupid character decisions that couldn't take place. Flat characters was biggest disappointment and made feeling of wasted time."
오징어 게임,Squid Game,2021,8,,"This is another perfect example of why some great TV series should not keep running just to try and make more money. The first series is simply amazing, the second series is meh and the third series is poor.  I am also not sure why the actors that play the VIPS are such terrible actors, its really odd & thier acting seems to get worse as the series progresses.  Over all its a good phsycological drama, yes its over the top violent and a lot of exageration and although I would say it tends to side with the bad in humans much more than the good people that are out there. Its still a decent series to watch just maybe just watch series one and end it there."
오징어 게임,Squid Game,2021,8,,"I could've given this 10 but the VIPs ruined this for me. Why the need to add non Korean actors who are so bad at acting? Their sudden appearance in the show threw me off. I didn't know English speaking can be so cringy at such a masterpiece. There was no need to add foreigners, especially ones who are really bad actors. No offense, I'm not one to discrimate any color, but I swear those VIPs don't blend in. I normally like diversity in shows and like seeing a mix of differemt cultures but come on! Totally unecessary on squid game! It ruined this masterpiece! Also, the AI baby is too obvious though I understand it's best to use AI baby than a real one."
오징어 게임,Squid Game,2021,7,,"The first season of Squid Game was nothing short of groundbreaking, earning a well-deserved 9/10. It introduced a rich tapestry of characters, with Kang Sae-byeok and Song Gi-hun standing out as particularly memorable. The script masterfully balanced suspense and emotional storytelling, making viewers deeply invested in the characters' fates. The ""games"" were not only creative and thrilling but also served as a sharp critique of societal structures, keeping audiences hooked from start to finish.  Unfortunately, the second season was a significant letdown, feeling like a pseudo-disaster in comparison. The script was riddled with illogical moments, and the plot lacked depth, becoming one of the most boring narratives I've ever watched. Character development was virtually nonexistent, with the main character devolving into a dull, idiotic, and delusional shadow of their former self. The acting ranged from mediocre to outright poor, further diminishing the season's impact.  The games, once the heart-pounding highlight of the series, were uninspired and poorly executed, lacking the cinematic flair that made the first season unforgettable. It felt as though the creators had run out of ideas, delivering a predictable and frustratingly shallow storyline.  While the first season showcased the best of Squid Game's potential, the second tarnished its legacy. I've tried to overlook the second season's flaws, but its glaring issues make it hard to hold onto my initial admiration. What once felt like a solid 9/10 show now struggles to even reach a 7/10. The magic of Squid Game was in its originality and emotional resonance, and the second season failed to capture either."
오징어 게임,Squid Game,2021,9,,"Season 1 was amazing. It had intense games, emotional stories, and powerful messages about society. Naturally, I was really excited for Season 2, but it didn't live up to my expectations.  The story in Season 2 feels weaker. It tries to expand the world, but it doesn't have the same emotional impact or smart storytelling as the first season. The new characters aren't as memorable, and even the returning ones don't have the same depth or connection to the audience.  The pacing is also a problem. Some parts drag on too long, while others feel rushed. The games are still creative and the visuals are stunning, but it's not enough to make up for the messy story.  Season 2 feels like it's trying too hard to be bigger and more exciting, but it loses the heart and tension that made the first season so special. While there are a few good moments, overall, it's a letdown compared to Season 1."
오징어 게임,Squid Game,2021,10,,"Honestly wow - from the first episode I sat wide mouthed, what am I watching and why - I didn't care.  This series is amazing, it's brutal, it made me cry - what a watch.  Suddenly you don't care about the subtitles, they pale into nothing, they don't matter - you find yourself watching this, reading effortlessly.  An amazing series, thank you!"
오징어 게임,Squid Game,2021,8,,Please remove all traces of the VIPs and you can get the 2 stars back.
오징어 게임,Squid Game,2021,10,,"Was released today and I was hooked by the first 20 minutes. I finished it all the same day , if there was more seasons I would've been watching the next episodes as I'm typing this up right now. Very good series that will have you at the edge of your seat with many twists and turns. Once you think you know what's coming next , it hits you with a curveball. Highly recommended .  You can watch this in one day easily as I did & it was just released a couple hours ago haha ."
오징어 게임,Squid Game,2021,10,,"This show is the best versions of a genre which has been done before. It's just unbelievably aesthetic, gripping and full of suspense. Some episodes are funny and some are very heavy. The season ending is perfect and fulfilling."
오징어 게임,Squid Game,2021,9,,"When I first saw the trailer, I knew I would watch this show in one day. It is a nice thriller drama that kept me hook throughout. The games that were played and the relationships between the characters is what got me into this show even more. Ending was somewhat predictable, but it was still a good show to watch. I do recommend for you to watch it."
오징어 게임,Squid Game,2021,7,,"Season 1 of Squid Game was lightning in a bottle. The acting? Phenomenal. Every character-from Gi-hun's desperate charm to Sang-woo's moral decay-was beautifully written and emotionally gripping. You felt their pain, their dilemmas, their slow unraveling. The pacing hit just right, giving room to breathe in emotional moments and ratcheting tension during the games. It didn't treat the audience like toddlers-it trusted us to pick up on themes without spoon-feeding them. The story was unique, bold, and devastatingly human.  Then came Season 2.  Where do I even begin?  The writing nosedived into the realm of forced exposition. Characters didn't speak-they explained. Every philosophical idea was shoved in our faces through clunky, unnatural dialogue, often delivered by minor characters who felt like they were auditioning for a late-night sitcom. The emotional weight that grounded Season 1? Gone. The new characters are flat, unearned, and awkwardly placed into scenes that serve the plot, not the story. The acting-surprisingly-was a shadow of its former self, even from actors who shined in S1.  The pacing was chaos. Important events were either dragged out or dropped in randomly without balance or emotional setup. It felt like the writers had a checklist of plot points and just shoved the characters through them, regardless of logic or consistency. And the philosophical themes? Instead of emerging from the story, they were thrown in as surface-level, pseudo-intellectual lines you forget five minutes later.  Season 2 didn't just stumble-it betrayed what made Season 1 a masterpiece.  Here's hoping Squid Game: America with David Fincher brings back the nuance, tension, and respect for its audience that the original once mastered."
오징어 게임,Squid Game,2021,8,,"Squid Game is a brilliant metaphor for several things, but especially capitalism. 456 broken and bankrupt rats are set on a deadly race for a vast prize in an absurd and cartoonish version of hell. And who would willingly leave hell if there was even a chance, however outlandish, that staying might suddenly make them a billionaire? Very little of this series otherwise makes sense, and it makes an absolute meal of it.  There are similarities to shows like Battle Royale or Alice in Borderland, but Squid Game does a much better job of making characters believable and likeable. Even passing characters feel like actual people, so you care for the thirty seconds or so that you get to know them before they pass.  The design of the show is brilliant, the performances are all excellent. The danger feels real and the jokes are genuinely funny. I'm only on episode 2, but I love this show already. Personally, I like it better than Alice in Borderland.  EDIT: Just very quickly, a lot of reviews on here are mentioning the cringeworthy acting and dialogue of the VIPs. I agree, but I think there must be a reason for this. It seems unlikely that the same people who cast, wrote and directed all the other terrific performances suddenly lost the ability to cast, write for and direct non-Koreans. It seems more likely their relative cartoonishness had a specific meaning and purpose... even if we haven't figured out what it is, yet."
오징어 게임,Squid Game,2021,10,,"I started it in 2021 the year it came out and it was a big hit and it got popular around the world, so I was surprised of the success and when I watched it i was very interested to see how it went, i love the drama and the story of the game and the characters in the series and the last three episodes of season one really made me feel emotional, so i was so excited to see the second season but they took a lot of time to make it and now in the last December they just released it and I watched it, it was perfect and I loved it so much and I just released that the show got even bigger than the first season, i am happy to live with this franchise and i am so excited for season three and sadly it will be the last season hope they do well in the next chapter, see you in june 26.( also i will graduate yaaay🔥✨)"
오징어 게임,Squid Game,2021,6,,"""Very Disheartening to See How They Spoiled the Show in the End"" - A Reflection on Squid Game Season 3  There are few shows in recent memory that managed to grip the global audience with such ferocity as Squid Game. When Season 1 premiered, it was revolutionary-a bold, brutal, and heart-wrenching social commentary that took us deep into the darkest corners of human nature. It wasn't just a Korean drama; it was a mirror to society's obsession with wealth, power, and survival. Naturally, expectations were sky-high for its future seasons. Unfortunately, after watching Season 3, I can't help but feel deeply disappointed.  To say the show was spoiled in the end feels like an understatement. It's disheartening to see how something so powerful, raw, and emotionally intelligent was reduced to a shell of its former self. The final episodes of Season 3 felt rushed, forced, and frankly, unnecessary. Where there was once soul, now remains only spectacle. It seems the creators were more focused on topping the shock value of previous seasons rather than staying true to the show's original essence.  What made Squid Game iconic wasn't just its gruesome games or the cliffhangers. It was the storytelling-the human moments, the characters you couldn't help but root for, and the gut-wrenching moral dilemmas that left you questioning what you would do in their shoes. In Season 3, much of that depth was lost. Characters were introduced with potential, only to be killed off meaninglessly. Plot twists felt unearned. And the ending... it lacked both closure and clarity, leaving more frustration than intrigue.  Gi-hun's journey, which had once been the emotional anchor of the series, felt completely derailed. His motivations in this season were inconsistent, and his arc, which once symbolized hope and resistance, was reduced to impulsive actions with little emotional payoff. It was like watching a completely different character. One can only assume this was done to leave room for future spin-offs or tie-ins, but it came at the cost of character integrity.  Another issue that stood out was the over-reliance on international elements and forced global appeal. What started as a proudly Korean story steeped in cultural nuances began to lose its authenticity. The deeper philosophical undertones were overshadowed by unnecessary subplots and flashy sequences meant to keep the viewers ""entertained."" But in doing so, the show lost its heart. The message got diluted.  Perhaps the biggest letdown was the finale itself. A show like Squid Game deserved an ending that left viewers contemplating, mourning, and reflecting. Instead, we were given an ambiguous, almost nonsensical conclusion that felt more like a setup for another season than a satisfying resolution to the journey we've been on for three seasons. It felt like the creators forgot why we fell in love with the show in the first place.  It's always tough to watch a show you once loved take a turn like this. There's a kind of grief attached to it-the grief of lost potential, of characters who deserved better, and of a story that could have been a masterpiece from start to finish. Season 3 had glimpses of brilliance, moments where the original magic tried to shine through. But ultimately, it couldn't escape the weight of its own ambition.  In the end, Squid Game Season 3 didn't feel like the conclusion to a powerful story. It felt like a betrayal of everything it once stood for. And that is what hurts the most."
오징어 게임,Squid Game,2021,2,,"Squid Game Season 2 fails to live up to the thrilling and thought-provoking storytelling of its predecessor. The season is bogged down by a sluggish pace, with much of its runtime dedicated to tedious setup rather than engaging character development or exciting twists. While the game sequences retain some of the tension and creativity that made the first season a global phenomenon, they are too few and far between to salvage this installment.  One glaring flaw comes in Episode 7 at 22:39, where the cameraman is clearly visible. This kind of oversight is unprofessional and detracts from the immersion of the series, a surprising lapse for a show of this caliber.  The ""season"" ends abruptly, with little resolution, clearly designed as a prelude to Season 3. This approach feels more like an extended prologue than a full-fledged season, leaving viewers frustrated and unfulfilled. Instead of being marketed as Season 2, it might have been more honest to call it Part 1 of a two-part continuation.  Fans of Squid Game deserved more than a drawn-out buildup with minimal payoff. While the production values remain high, such missteps make this season feel like a wasted opportunity. Here's hoping Season 3 can redeem it."
오징어 게임,Squid Game,2021,10,,"This show is amazing from action scenes, to thriller, horror, cliffhangers. ALL THE ABOVE this show has it all. It's mysterious I highly recommend it. It can get violent and some nude scenes but a great show. Only thing I do not like about the show is the dubbed version it sounds a little funny. But can't help it it's just Korean. No big deal besides that no complaints this show gets better and better each episode hope season 3 is just as good as the rest of them are. The acting is 10/10 writing 9/10 story 9/10 overall the story and show is a masterpiece and highly recommend it if your a big thriller fan 10/10."
오징어 게임,Squid Game,2021,10,,"Saying it exceeded expectations isn't really saying much because for the longest time I avoided the show thinking it was some sort of cheesy game show like Survivor but with manufactured drama. It has elements of each but it is so much more with the psychological angle addressing human nature and the inherent desperation, greed, integrity and courage that every person has to some degree. I binged all 3 seasons and was impressed with all 3 although 2 and 3 are really just one season. But, episode 6 in season 1 had me in tears with a few different scenes. I rarely get choked up but the 3 scenes got to me and one in particular is still on my mind and I'm not sure I'll be able to let it go (the 2 female competitors). Anyway, I thought it was creative and clever even when extremely cruel. One of the best programs I've ever watched."
오징어 게임,Squid Game,2021,7,,"Very compelling opening episodes, but when the actual plot unravels it makes you go, ""Oh, that's just it? That's kinda lame"". Great acting still, amazing sets, overrides the glaring flaws of the series, an enjoyable watch overall. 7/10."
오징어 게임,Squid Game,2021,7,,"I originally gave Squid Game a solid 9/10. The first season was gripping, original, and emotionally powerful - a truly groundbreaking piece of television that deserved all the praise it received.  Unfortunately, the final season (or the most recent one) was a huge letdown. It lacked the tension, depth, and tight storytelling that made Season 1 so remarkable. Characters felt less compelling, the plot dragged in places, and it seemed more focused on spectacle than substance.  Because of that disappointing turn, I've lowered my score to a 7. I still deeply respect the first season and believe it's worth watching, but the follow-up left a sour taste that's hard to ignore."
오징어 게임,Squid Game,2021,10,,"Korean Hunger Games with better acting and much more relatable themes. The plot allegory focuses on the rampant exploitation of poor and desperate people, with the initial invitation to play the game and everything that follows appealing to their need to clear debts. This soon becomes about something much bigger and darker. Not for the squeamish.  No spoilers, but I will say I'm a vehement anti-binger when it comes to my viewing habits. In the 10-odd hour runtime of this series, though, I stopped only to sleep and make a chicken wrap."
오징어 게임,Squid Game,2021,6,,"I really enjoyed Squid Game Season 1 - the concept was fresh, intense, and emotionally gripping. The characters were well-developed, and the story kept me hooked till the end.  However, Season 2 has been a major disappointment so far. The writing feels lazy, with recycled ideas and poorly thought-out plotlines. For example, in the second game, giving every team just 5 minutes to complete all five games made absolutely no sense - it felt completely illogical and forced. The scripted voting sequences also lacked depth and felt unnatural.  After watching a few episodes, I genuinely asked myself if I should even continue watching. It's frustrating to see such a promising show fall into the trap of weak, repetitive scripting. Hoping it improves, but Season 2 so far lacks the sharpness and impact that made Season 1 so memorable."
오징어 게임,Squid Game,2021,2,,"Season 1 was a solid 8/10. It has lots of suspense, even with the cheesy vip characters acting and the easy-to-see plot twists.  Season 2 however is a nightmare. It really feels sloppily put together in typical netflix fashion. Would it really be a korean game of life and death without a token trans character learning about their body? How silly could you have made that side plot? They even had to throw in the trans-woman going to the female restroom scene, just to make a point. Absolute insanity. It was interesting to see some of the twists, but overall the side drama ruined it. It felt more like a persuasive essay on forced morality than a show about greed and death."
오징어 게임,Squid Game,2021,8,,"This series is so overrated. But let's be fair, it's a very good series. I've watched a few movies about it. The script was good. Acting was sometimes exaggerated, maybe it's a cultural thing. I did not like the final part. Overall very well done. In the final episode, my expectation was different. But the final scene was disappointing. Season 2 will come, I hope it doesn't fall into ""La Casa De Papel"" status."
오징어 게임,Squid Game,2021,8,,"What's up with all the series this 2024? Why are they all so fond of cliffhangers? I can't believe we waited years just to have that...  Like, the second season of the show really did a good job in continuing the fun, emotional, and intense feelings from the previous one; the performances are also outstanding, including the concepts, chemistry, production, and all, but the remaining scenes just didn't do it for me, like what happened?  I know it's a tease for what's to come, but it's also not a great one to be, like, that's it, really? I guess folks need to wait again for a long time, so yeah, there's that."
오징어 게임,Squid Game,2021,10,,"Squid game has set an extremely high bar for other shows of this genre. It is intense. It is raw. It is an emotional roller coaster. This is a masterpiece throughout. I actually felt that the poor VIP acting was a good metaphor of modern Hollywood when compared to the incredible performances by some of the main cast members here. I sincerely hope they continue the series in the same style and it does not get the SAW franchise treatment.  But Episode 6 - Gganbu.... So powerful. Possibly the best single episode of a show I have ever seen.  More, more, more please."
오징어 게임,Squid Game,2021,10,,"Great plot, great acting, and all around great show. One of the best series I've seen on netflix in a very long time. Korean cinema is absolutely the best with their story telling. 10/10!!"
오징어 게임,Squid Game,2021,7,,"I would give the original series 8 to 8.5. If you don't know, the way Korean TV works is that you do one limited series and then you move onto the next project. It could be eight episodes, it could be 12 but it doesn't really run much longer than that. Therefore, when the Korean makers of the original series submitted it Netflix knew they had something interesting but they didn't know they had a cultural phenomenon. Once it blew up, the demand was for more which is not what the makers had in mind.  Series 2 and three are actually one long series. The first series was around one single tournament of the titular games. This time you get one tournament split over two seasons. Leading to a lot of filler.  The original series is high concept but to keep things going ridiculous plots vie for position with ludicrous plot twists and illogical actions. All TV and movies are artificial and designed to provoke an emotional response. But bad TV shows are where you can hear the writing and you can tell that the only reason why a character is acting against their own interests is because the writer needs to get them to a certain position. This happens way too often particularly in season three.  Season two is the bridge season and I gave it a pass because I wanted to see where it was going. However, once you're into season three you realise the writers didn't quite know how to stick the landing. There's lots going on, but sometimes it seems like it's drama for drama's sake. So as you sit there frustratedly watching the final few scenes, you realise this should've been one and done and it would've been remembered as one of the great Korean exports.  Season 1- 8.5 Season 2- 7 Season 3- 5."
오징어 게임,Squid Game,2021,8,,"Season 1 was near perfection. The plot was fresh, shockingly good and hit the emotional tone just right. Often times it felt too realistic and the acting was on point as well. And the games were well executed. They should have ended the series there. Rating: 9/10.  Season 2 only exists because season 1 was a massive hit and Netflix wanted more. The plot this time around was weaker than before. The shock value has gone and the emotional notes did not quite hit the same. Some new characters were genuinely good. Overall a good season nevertheless. Rating: 8/10.  Season 3 was basically season 2 second part. They just stretched a weaker story so much it loses the charm. One sub-plot (detective island hunt) felt exciting in the beginning but went nowhere. The other sub-plot (rogue soldier) was unnecessary and I did not like it. The drama within the players was not as exciting as season 1. And was predictable at times. Once again, brilliant acting carried the series, except the VIPs. They were hilariously bad. The new games and voting system did not have the same weight as before. Tho, these did add some drama. Finally, regarding the ending, I have mixed feeling about it. Rating: 7/10."
오징어 게임,Squid Game,2021,6,,"Disappointing. Really, really disappointing. Season 2 doesn't even come close to the brilliance of Season 1.  And the most absurd part? The main character falling for the exact same trick his ""best friend"" pulled on him three years ago. Like, seriously? That's Horror Movie Mistakes 101.  It feels like they took a regular season and stretched it like a piece of gum to make it last for two seasons. And even then, this feels like the first half of a 14-episode series that they'll finish next year. Honestly, they should've just condensed the whole thing into 7 solid episodes and called it a day.  The games? They're fine. Not amazing, not terrible-just ""meh."" Half the ""special guest appearances"" are so obscure, you'd only recognize them if you're a hardcore Korean drama fan who goes, ""Oh my god, it's Park Sun-Hoon in a cameo! Epic!"" Yeah, not me  The story is basically copy-pasted from Season 1 with nothing new to offer.  It's cute in some moments but incredibly disappointing overall. A generous 6/10 from me.  Mainly for season 1 Watch it if you must, but don't expect much except some recycled drama and half-baked games."
오징어 게임,Squid Game,2021,5,,"They should have cut at least half of it. It drags on and on. After the incredible momentum the second season built, this is a letdown. The worst thing about it are the actors playing the rich people. They look like a bunch of people that stumbled into their first improv-lesson: over-acting to degree that left me with so much 2nd-hand embarrassment that I started skipping the scenes. Remember the villains laughing in Austin Powers? Now imagine that but with complete amateurs.  The rest of it feels drawn out. This could have easily been resolved with two seasons instead of three. The pacing blunts the emotional impact when some of the main characters die.  This could have been so much better..."
오징어 게임,Squid Game,2021,9,,"The games ar nothing but a real life projection, ""a democracy"" based on rules made by capitalism, no one takes it seriously until you need money... you work with no limits and you never find happiness... try to look different into this movie and you will find the true message, true about rules in society, about democracy, and how people change themselves how money can change someone, overall great story, great idea."
오징어 게임,Squid Game,2021,9,,"I just watched whole S3, while yes i did speed it abit. While as an editor, i have to summary it, the director said ""S3 is the end, there wont be a S4 - and citing a lack of ideation. While S1 was three years ago, and 22episodes in total, the story feels pretty tapped out""  But if you've watched S3Ep6, clearly there'll be S4, you'll probably catches many changed, like the edit feels altered, some shots missing and a sudden ""6 months ago"" time jump, and that mystery young man. Sure the episode has some reshoots and retape, and its continuable.  Its whether change a new director?? Or selling IP?? Since its a good IP, from a business perspective, there's no way such a strong IP just ends like that. Whether it's in the story or behind; in-or-outside the scenes, this is all part of the capitalist game - just like Jigsaw, Final Destination, or Scream (which is getting a Season 7 in 2026). These are a good IP to run, so it definitely will be S4."
오징어 게임,Squid Game,2021,9,,"The show has themes and ideas that convey intense meaning. It gives joy and laughter, and every character is thought out to great detail. Keeps you on the edge and wanting more. You'll laugh, you'll cry and you'll feel for character's as if you were them. Absolutely wanting and looking foward to a season 2. Brilliant."
오징어 게임,Squid Game,2021,6,,"Squid Game's first season is undeniably compelling, though far from a masterpiece. Its gripping premise, engaging challenges, and intriguing characters promise a vast well of potential. Unfortunately, the second season drags down the series, feeling forced and short on fresh ideas-seemingly a Netflix cash grab with a heavy-handed agenda. The director himself hinted at the show's natural conclusion after Season One, but the sequel charges ahead regardless.  While the initial episodes of Season Two show some promise, everything beyond episode three becomes predictable and dull. The new characters stray too far from the solid casting of the first installment, often feeling annoying and stereotypical. Conversations grow tedious, and the tension that once made the show exhilarating fades quickly. Though there are a few decent moments scattered throughout, the overall result is mediocre at best. In sum, Season One stands out as a must-watch, whereas Season Two falls disappointingly short of its predecessor's impact."
오징어 게임,Squid Game,2021,10,,This is honestly the best series i have ever watched i finished it in one night and now i cant stop thinking about it everything about it is perfect the storyline the events are not exepcted a lot of plot twists i have every single emotion watching this stress anxiety anger happy and i mean it i will never regret watching it good job.
오징어 게임,Squid Game,2021,7,,"OK Season 1 had nice and unique storyline, proper suspence. Season 1 had very best characters carried the plot. I watchbased on mystery that needs to be revealed but experienced irony.  Season 2 revealed all the mystery in the beginning of season 1 and made the drama to perform. What is the point, tried to put some emotion which is of no use. Waited for banger end up getting blunder. Season 1 would rate highly but season 2 is very average. Please make it gripping and interesting in season 3.  For binge watchers, I dont think you find it very interesting to watch, but give a try for s2. But S1 is really good, I can bet on it."
오징어 게임,Squid Game,2021,10,,It was so intresting that i finished all in 1 day.
오징어 게임,Squid Game,2021,8,,"Creator and director Dong-hyuk Hwang certainly had one crazy vision, and successfully made a series of it. Sure it has plot and technical issues, and I wasn't fond of the ending - I re-wrote it in my head much better, but for a somewhat newb Korean filmmaker, this was epic.  The visuals, props and sets were outstanding. The cinematography and score amazing. The casting and performances by all, except the VIP's, was excellent. Props to Neflix once again, and thanks for dubbing this one right this time. Hoping for a S2 real soon. A well deserved 8/10 from me."
오징어 게임,Squid Game,2021,9,,Omg ! A Must watch! First episode is Fantastic! Do not miss it. Absolute Gore fun. Delivers what it promises!! Man I don't usually comment but this is Epic!
